step,problem_id,pre_reward,post_reward,delta,cumulative_regret,batch_idx,epoch
357,abc324_a,1.0000,1.0000,+0.0000,200.9167,35,1
358,abc302_d,0.7500,0.7500,+0.0000,201.1667,35,1
359,3420,1.0000,1.0000,+0.0000,201.1667,35,1
360,3482,1.0000,1.0000,+0.0000,201.1667,36,1
361,2819,1.0000,1.0000,+0.0000,201.1667,36,1
362,abc353_b,1.0000,0.0000,-1.0000,201.1667,36,1
363,abc397_g,0.0000,0.0000,+0.0000,202.1667,36,1
364,abc319_d,1.0000,0.3333,-0.6667,202.1667,36,1
365,3607,0.6667,1.0000,+0.3333,202.5000,36,1
366,abc367_g,1.0000,0.0000,-1.0000,202.5000,36,1
367,3701,0.0000,0.0000,+0.0000,203.5000,36,1
368,3627,0.3333,0.3333,+0.0000,204.1667,36,1
369,3345,0.3333,0.3333,+0.0000,204.8333,36,1
370,abc336_b,0.0000,1.0000,+1.0000,205.8333,37,1
371,2920,1.0000,0.3333,-0.6667,205.8333,37,1
372,abc334_e,0.0000,0.0000,+0.0000,206.8333,37,1
373,abc360_e,0.0000,0.0000,+0.0000,207.8333,37,1
374,abc360_b,1.0000,1.0000,+0.0000,207.8333,37,1
375,abc388_b,1.0000,1.0000,+0.0000,207.8333,37,1
376,abc370_b,0.3333,0.0000,-0.3333,208.5000,37,1
377,2839,0.0000,0.0000,+0.0000,209.5000,37,1
378,abc399_b,0.2500,0.2500,+0.0000,210.2500,37,1
379,3751,0.0000,0.5000,+0.5000,211.2500,37,1
380,3363,0.0000,0.0000,+0.0000,212.2500,38,1
381,3211,0.3333,0.3333,+0.0000,212.9167,38,1
382,3360,0.0000,0.0000,+0.0000,213.9167,38,1
383,3395,0.5000,0.0000,-0.5000,214.4167,38,1
384,abc337_b,1.0000,1.0000,+0.0000,214.4167,38,1
385,abc361_f,0.0000,0.5000,+0.5000,215.4167,38,1
386,abc386_a,1.0000,1.0000,+0.0000,215.4167,38,1
387,3212,1.0000,0.0000,-1.0000,215.4167,38,1
388,3534,0.3333,0.3333,+0.0000,216.0833,38,1
389,abc327_e,0.0000,0.0000,+0.0000,217.0833,38,1
390,abc382_b,1.0000,1.0000,+0.0000,217.0833,39,1
391,abc315_c,0.5000,1.0000,+0.5000,217.5833,39,1
392,abc342_c,1.0000,0.3333,-0.6667,217.5833,39,1
393,abc392_a,1.0000,1.0000,+0.0000,217.5833,39,1
394,3832,0.0000,0.0000,+0.0000,218.5833,39,1
395,3190,0.3333,0.3333,+0.0000,219.2500,39,1
396,abc366_f,1.0000,1.0000,+0.0000,219.2500,39,1
397,3199,1.0000,1.0000,+0.0000,219.2500,39,1
398,arc185_c,0.3333,0.3333,+0.0000,219.9167,39,1
399,abc377_c,0.6667,0.6667,+0.0000,220.2500,39,1
400,abc340_b,1.0000,1.0000,+0.0000,220.2500,40,1
401,arc196_c,0.3333,0.3333,+0.0000,220.9167,40,1
402,abc369_e,0.0000,0.0000,+0.0000,221.9167,40,1
403,3583,0.3333,0.0000,-0.3333,222.5833,40,1
404,abc371_f,0.0000,0.0000,+0.0000,223.5833,40,1
405,abc314_a,1.0000,1.0000,+0.0000,223.5833,40,1
406,abc337_e,0.0000,0.0000,+0.0000,224.5833,40,1
407,abc326_c,1.0000,1.0000,+0.0000,224.5833,40,1
408,abc387_b,0.6667,1.0000,+0.3333,224.9167,40,1
409,abc341_c,0.0000,1.0000,+1.0000,225.9167,40,1
410,3244,0.6667,0.6667,+0.0000,226.2500,41,1
411,abc324_f,0.0000,0.0000,+0.0000,227.2500,41,1
412,abc321_c,0.0000,0.0000,+0.0000,228.2500,41,1
413,3566,0.0000,0.0000,+0.0000,229.2500,41,1
414,3543,1.0000,1.0000,+0.0000,229.2500,41,1
415,abc349_b,0.3333,1.0000,+0.6667,229.9167,41,1
416,abc375_e,0.2500,0.5000,+0.2500,230.6667,41,1
417,2887,1.0000,1.0000,+0.0000,230.6667,41,1
418,abc370_a,1.0000,1.0000,+0.0000,230.6667,41,1
419,3575,0.0000,1.0000,+1.0000,231.6667,41,1
420,3680,1.0000,1.0000,+0.0000,231.6667,42,1
421,abc378_b,1.0000,0.0000,-1.0000,231.6667,42,1
422,3644,1.0000,1.0000,+0.0000,231.6667,42,1
423,abc309_e,0.0000,0.0000,+0.0000,232.6667,42,1
424,abc315_b,1.0000,1.0000,+0.0000,232.6667,42,1
425,abc353_c,0.0000,1.0000,+1.0000,233.6667,42,1
426,abc346_c,1.0000,1.0000,+0.0000,233.6667,42,1
427,3018,1.0000,1.0000,+0.0000,233.6667,42,1
428,abc390_c,0.6667,0.6667,+0.0000,234.0000,42,1
429,abc395_e,0.2500,0.2500,+0.0000,234.7500,42,1
430,abc343_d,1.0000,0.0000,-1.0000,234.7500,43,1
431,3739,0.0000,0.0000,+0.0000,235.7500,43,1
432,abc360_c,0.0000,0.0000,+0.0000,236.7500,43,1
433,3657,0.6667,0.6667,+0.0000,237.0833,43,1
434,abc374_d,0.0000,0.0000,+0.0000,238.0833,43,1
435,3722,0.5000,0.5000,+0.0000,238.5833,43,1
436,3568,1.0000,1.0000,+0.0000,238.5833,43,1
437,3799,0.0000,0.0000,+0.0000,239.5833,43,1
438,3184,0.0000,0.0000,+0.0000,240.5833,43,1
439,abc365_e,0.0000,1.0000,+1.0000,241.5833,43,1
440,arc185_e,0.0000,0.0000,+0.0000,242.5833,44,1
441,abc395_b,1.0000,1.0000,+0.0000,242.5833,44,1
442,abc335_a,1.0000,1.0000,+0.0000,242.5833,44,1
443,3759,1.0000,0.5000,-0.5000,242.5833,44,1
444,abc393_f,1.0000,1.0000,+0.0000,242.5833,44,1
445,abc323_a,1.0000,1.0000,+0.0000,242.5833,44,1
446,abc396_g,0.0000,0.0000,+0.0000,243.5833,44,1
447,abc305_a,1.0000,1.0000,+0.0000,243.5833,44,1
448,abc364_c,0.0000,0.3333,+0.3333,244.5833,44,1
449,2832,0.0000,1.0000,+1.0000,245.5833,44,1
450,abc342_d,0.0000,0.5000,+0.5000,246.5833,45,1
451,abc351_c,0.0000,0.0000,+0.0000,247.5833,45,1
452,3535,0.0000,0.0000,+0.0000,248.5833,45,1
453,3681,0.3333,0.3333,+0.0000,249.2500,45,1
454,3188,0.0000,1.0000,+1.0000,250.2500,45,1
455,2800,1.0000,1.0000,+0.0000,250.2500,45,1
456,2754,0.0000,0.0000,+0.0000,251.2500,45,1
457,abc371_e,0.0000,1.0000,+1.0000,252.2500,45,1
458,3047,0.0000,0.0000,+0.0000,253.2500,45,1
459,3550,0.0000,0.6667,+0.6667,254.2500,45,1
460,3154,1.0000,1.0000,+0.0000,254.2500,46,1
461,abc395_a,1.0000,1.0000,+0.0000,254.2500,46,1
462,abc332_c,0.6667,0.3333,-0.3333,254.5833,46,1
463,3172,1.0000,1.0000,+0.0000,254.5833,46,1
464,abc341_a,1.0000,1.0000,+0.0000,254.5833,46,1
465,abc348_d,1.0000,0.3333,-0.6667,254.5833,46,1
466,2850,1.0000,0.0000,-1.0000,254.5833,46,1
467,3265,0.3333,0.0000,-0.3333,255.2500,46,1
468,abc327_b,1.0000,1.0000,+0.0000,255.2500,46,1
469,abc328_d,1.0000,1.0000,+0.0000,255.2500,46,1
470,3637,0.0000,0.3333,+0.3333,256.2500,47,1
471,abc314_f,0.0000,0.0000,+0.0000,257.2500,47,1
472,3223,0.0000,0.0000,+0.0000,258.2500,47,1
473,2845,1.0000,1.0000,+0.0000,258.2500,47,1
474,abc331_a,1.0000,1.0000,+0.0000,258.2500,47,1
475,2998,1.0000,1.0000,+0.0000,258.2500,47,1
476,abc339_b,0.3333,0.3333,+0.0000,258.9167,47,1
477,3687,0.0000,0.5000,+0.5000,259.9167,47,1
478,3353,1.0000,1.0000,+0.0000,259.9167,47,1
479,abc345_b,0.8000,0.8000,+0.0000,260.1167,47,1
480,3490,0.3333,0.0000,-0.3333,260.7833,48,1
481,abc314_d,0.0000,0.0000,+0.0000,261.7833,48,1
482,abc368_a,1.0000,1.0000,+0.0000,261.7833,48,1
483,abc332_d,0.2500,0.2500,+0.0000,262.5333,48,1
484,3316,0.0000,0.3333,+0.3333,263.5333,48,1
485,abc307_e,0.0000,0.0000,+0.0000,264.5333,48,1
486,arc195_a,1.0000,1.0000,+0.0000,264.5333,48,1
487,3246,1.0000,1.0000,+0.0000,264.5333,48,1
488,abc330_d,0.6667,0.3333,-0.3333,264.8667,48,1
489,abc325_f,0.3333,0.0000,-0.3333,265.5333,48,1
490,arc196_a,1.0000,1.0000,+0.0000,265.5333,49,1
491,abc344_c,1.0000,1.0000,+0.0000,265.5333,49,1
492,abc306_d,0.0000,0.3333,+0.3333,266.5333,49,1
493,3094,1.0000,1.0000,+0.0000,266.5333,49,1
494,abc394_g,0.0000,0.0000,+0.0000,267.5333,49,1
495,3234,1.0000,1.0000,+0.0000,267.5333,49,1
496,3647,0.3333,0.0000,-0.3333,268.2000,49,1
497,abc350_a,0.6667,1.0000,+0.3333,268.5333,49,1
498,abc320_b,1.0000,1.0000,+0.0000,268.5333,49,1
499,abc304_a,1.0000,1.0000,+0.0000,268.5333,49,1
500,3233,0.3333,0.3333,+0.0000,269.2000,50,1
501,abc370_c,0.0000,0.0000,+0.0000,270.2000,50,1
502,3454,0.0000,0.5000,+0.5000,271.2000,50,1
503,3017,0.3333,0.3333,+0.0000,271.8667,50,1
504,arc185_d,0.0000,0.0000,+0.0000,272.8667,50,1
505,abc340_e,0.6667,0.6667,+0.0000,273.2000,50,1
506,arc184_c,0.0000,0.0000,+0.0000,274.2000,50,1
507,abc359_d,0.2500,0.0000,-0.2500,274.9500,50,1
508,abc376_e,0.0000,0.0000,+0.0000,275.9500,50,1
509,3437,0.0000,0.0000,+0.0000,276.9500,50,1
510,abc382_c,0.0000,0.6667,+0.6667,277.9500,51,1
511,3616,0.5000,0.5000,+0.0000,278.4500,51,1
512,abc382_g,0.0000,0.0000,+0.0000,279.4500,51,1
513,abc324_d,0.3333,0.3333,+0.0000,280.1167,51,1
514,abc379_c,0.0000,0.0000,+0.0000,281.1167,51,1
515,abc330_c,0.0000,1.0000,+1.0000,282.1167,51,1
516,abc348_a,1.0000,1.0000,+0.0000,282.1167,51,1
517,abc327_a,1.0000,1.0000,+0.0000,282.1167,51,1
518,abc379_f,0.0000,0.0000,+0.0000,283.1167,51,1
519,3779,0.0000,0.5000,+0.5000,284.1167,51,1
520,arc182_e,0.3333,0.3333,+0.0000,284.7833,52,1
521,abc384_f,1.0000,0.3333,-0.6667,284.7833,52,1
522,arc190_a,0.5000,0.2500,-0.2500,285.2833,52,1
523,abc394_c,1.0000,1.0000,+0.0000,285.2833,52,1
524,abc338_d,0.0000,0.3333,+0.3333,286.2833,52,1
525,abc302_f,0.2500,0.2500,+0.0000,287.0333,52,1
526,1873_B,0.0000,1.0000,+1.0000,288.0333,52,1
527,abc360_a,1.0000,1.0000,+0.0000,288.0333,52,1
528,abc389_b,1.0000,1.0000,+0.0000,288.0333,52,1
529,abc314_c,0.0000,1.0000,+1.0000,289.0333,52,1
530,arc188_a,0.3333,0.3333,+0.0000,289.7000,53,1
531,abc389_g,0.3333,0.0000,-0.3333,290.3667,53,1
532,3522,1.0000,1.0000,+0.0000,290.3667,53,1
533,abc358_b,1.0000,1.0000,+0.0000,290.3667,53,1
534,abc353_d,1.0000,0.0000,-1.0000,290.3667,53,1
535,arc181_c,0.0000,0.0000,+0.0000,291.3667,53,1
536,abc334_c,0.6667,0.3333,-0.3333,291.7000,53,1
537,abc353_a,1.0000,1.0000,+0.0000,291.7000,53,1
538,arc189_a,0.0000,0.0000,+0.0000,292.7000,53,1
539,3463,1.0000,1.0000,+0.0000,292.7000,53,1
540,abc371_d,0.0000,1.0000,+1.0000,293.7000,54,1
541,3778,1.0000,1.0000,+0.0000,293.7000,54,1
542,arc181_a,0.0000,0.0000,+0.0000,294.7000,54,1
543,abc368_b,1.0000,1.0000,+0.0000,294.7000,54,1
544,2812,1.0000,1.0000,+0.0000,294.7000,54,1
545,abc331_c,0.0000,0.0000,+0.0000,295.7000,54,1
546,abc346_e,0.0000,0.0000,+0.0000,296.7000,54,1
547,abc391_b,1.0000,1.0000,+0.0000,296.7000,54,1
548,abc335_d,0.0000,0.0000,+0.0000,297.7000,54,1
549,3773,0.0000,0.5000,+0.5000,298.7000,54,1
550,3674,0.0000,0.0000,+0.0000,299.7000,55,1
551,abc388_d,0.0000,1.0000,+1.0000,300.7000,55,1
552,abc330_e,0.0000,1.0000,+1.0000,301.7000,55,1
553,arc187_b,0.0000,0.0000,+0.0000,302.7000,55,1
554,abc302_b,0.0000,0.0000,+0.0000,303.7000,55,1
555,2802,1.0000,1.0000,+0.0000,303.7000,55,1
556,3765,0.0000,0.0000,+0.0000,304.7000,55,1
557,3708,1.0000,1.0000,+0.0000,304.7000,55,1
558,abc326_b,1.0000,1.0000,+0.0000,304.7000,55,1
559,abc335_c,0.0000,0.0000,+0.0000,305.7000,55,1
560,3344,0.5000,0.0000,-0.5000,306.2000,56,1
561,abc303_c,0.5000,1.0000,+0.5000,306.7000,56,1
562,abc308_a,1.0000,1.0000,+0.0000,306.7000,56,1
563,3354,1.0000,1.0000,+0.0000,306.7000,56,1
564,2834,1.0000,1.0000,+0.0000,306.7000,56,1
565,abc342_b,1.0000,0.0000,-1.0000,306.7000,56,1
566,3114,1.0000,1.0000,+0.0000,306.7000,56,1
567,abc390_b,1.0000,1.0000,+0.0000,306.7000,56,1
568,3688,1.0000,1.0000,+0.0000,306.7000,56,1
569,abc380_c,0.0000,0.0000,+0.0000,307.7000,56,1
570,abc349_c,0.3333,0.3333,+0.0000,308.3667,57,1
571,abc331_d,0.0000,0.0000,+0.0000,309.3667,57,1
572,3312,1.0000,1.0000,+0.0000,309.3667,57,1
573,2808,1.0000,0.0000,-1.0000,309.3667,57,1
574,abc349_a,0.3333,1.0000,+0.6667,310.0333,57,1
575,3309,1.0000,1.0000,+0.0000,310.0333,57,1
576,arc194_c,0.3333,0.3333,+0.0000,310.7000,57,1
577,abc375_f,0.0000,0.0000,+0.0000,311.7000,57,1
578,3579,0.0000,0.0000,+0.0000,312.7000,57,1
579,abc385_e,0.6667,0.3333,-0.3333,313.0333,57,1
580,3471,1.0000,1.0000,+0.0000,313.0333,58,1
581,abc380_b,1.0000,1.0000,+0.0000,313.0333,58,1
582,3091,0.0000,0.0000,+0.0000,314.0333,58,1
583,3682,1.0000,1.0000,+0.0000,314.0333,58,1
584,3588,0.0000,0.0000,+0.0000,315.0333,58,1
585,abc337_c,0.0000,0.0000,+0.0000,316.0333,58,1
586,3606,1.0000,0.0000,-1.0000,316.0333,58,1
587,arc194_b,0.6667,0.6667,+0.0000,316.3667,58,1
588,abc326_e,0.0000,0.0000,+0.0000,317.3667,58,1
589,2844,0.0000,0.0000,+0.0000,318.3667,58,1
590,3195,0.3333,0.3333,+0.0000,319.0333,59,1
591,3801,0.0000,1.0000,+1.0000,320.0333,59,1
592,3229,1.0000,1.0000,+0.0000,320.0333,59,1
593,3748,0.6667,0.0000,-0.6667,320.3667,59,1
594,abc390_d,0.0000,0.3333,+0.3333,321.3667,59,1
595,2831,1.0000,1.0000,+0.0000,321.3667,59,1
596,abc364_a,0.6667,0.6667,+0.0000,321.7000,59,1
597,3230,1.0000,1.0000,+0.0000,321.7000,59,1
598,abc396_c,0.0000,0.0000,+0.0000,322.7000,59,1
599,3587,1.0000,1.0000,+0.0000,322.7000,59,1
600,3684,0.3333,0.3333,+0.0000,323.3667,60,1
601,abc393_b,1.0000,1.0000,+0.0000,323.3667,60,1
602,abc352_e,1.0000,1.0000,+0.0000,323.3667,60,1
603,3426,1.0000,1.0000,+0.0000,323.3667,60,1
604,abc355_e,0.0000,0.0000,+0.0000,324.3667,60,1
605,3651,0.0000,0.0000,+0.0000,325.3667,60,1
606,abc315_e,0.3333,0.3333,+0.0000,326.0333,60,1
607,3200,0.0000,0.0000,+0.0000,327.0333,60,1
608,abc331_e,1.0000,1.0000,+0.0000,327.0333,60,1
609,3659,0.3333,1.0000,+0.6667,327.7000,60,1
610,2848,1.0000,1.0000,+0.0000,327.7000,61,1
611,abc320_e,0.0000,0.0000,+0.0000,328.7000,61,1
612,3584,0.0000,0.2500,+0.2500,329.7000,61,1
613,3031,0.0000,1.0000,+1.0000,330.7000,61,1
614,2866,0.0000,1.0000,+1.0000,331.7000,61,1
615,abc388_f,0.3333,0.3333,+0.0000,332.3667,61,1
616,3622,1.0000,1.0000,+0.0000,332.3667,61,1
617,abc357_a,0.6667,0.6667,+0.0000,332.7000,61,1
618,abc368_f,0.5000,0.0000,-0.5000,333.2000,61,1
619,abc304_b,1.0000,1.0000,+0.0000,333.2000,61,1
620,abc334_a,1.0000,1.0000,+0.0000,333.2000,62,1
621,abc305_d,0.0000,1.0000,+1.0000,334.2000,62,1
622,abc367_e,0.3333,0.3333,+0.0000,334.8667,62,1
623,abc321_e,0.0000,0.0000,+0.0000,335.8667,62,1
624,abc319_e,0.0000,0.0000,+0.0000,336.8667,62,1
625,3240,0.5000,0.5000,+0.0000,337.3667,62,1
626,abc388_a,1.0000,1.0000,+0.0000,337.3667,62,1
627,3106,1.0000,1.0000,+0.0000,337.3667,62,1
628,3166,0.0000,0.0000,+0.0000,338.3667,62,1
629,3705,1.0000,1.0000,+0.0000,338.3667,62,1
630,3209,0.0000,0.0000,+0.0000,339.3667,63,1
631,3093,1.0000,1.0000,+0.0000,339.3667,63,1
632,abc325_b,0.0000,1.0000,+1.0000,340.3667,63,1
633,abc386_b,0.3333,0.3333,+0.0000,341.0333,63,1
634,1899_D,0.0000,0.0000,+0.0000,342.0333,63,1
635,abc388_e,0.0000,0.3333,+0.3333,343.0333,63,1
636,abc368_g,1.0000,0.0000,-1.0000,343.0333,63,1
637,abc325_e,0.0000,1.0000,+1.0000,344.0333,63,1
638,abc364_d,1.0000,1.0000,+0.0000,344.0333,63,1
639,arc186_d,0.0000,0.0000,+0.0000,345.0333,63,1
640,3559,1.0000,1.0000,+0.0000,345.0333,64,1
641,abc322_c,1.0000,1.0000,+0.0000,345.0333,64,1
642,abc339_d,0.0000,0.0000,+0.0000,346.0333,64,1
643,abc400_b,1.0000,1.0000,+0.0000,346.0333,64,1
644,arc186_c,0.0000,0.0000,+0.0000,347.0333,64,1
645,abc335_b,1.0000,1.0000,+0.0000,347.0333,64,1
646,abc383_a,0.0000,0.0000,+0.0000,348.0333,64,1
647,abc373_e,0.0000,0.0000,+0.0000,349.0333,64,1
648,abc357_d,0.0000,0.0000,+0.0000,350.0333,64,1
649,3709,1.0000,1.0000,+0.0000,350.0333,64,1
650,abc363_c,1.0000,0.0000,-1.0000,350.0333,65,1
651,2916,0.6667,1.0000,+0.3333,350.3667,65,1
652,3055,1.0000,1.0000,+0.0000,350.3667,65,1
653,3469,0.2500,0.2500,+0.0000,351.1167,65,1
654,abc369_a,0.6667,0.6667,+0.0000,351.4500,65,1
655,abc394_d,1.0000,1.0000,+0.0000,351.4500,65,1
656,2727,0.0000,0.0000,+0.0000,352.4500,65,1
657,2915,1.0000,1.0000,+0.0000,352.4500,65,1
658,abc379_a,1.0000,1.0000,+0.0000,352.4500,65,1
659,3376,0.0000,0.0000,+0.0000,353.4500,65,1
660,abc325_c,1.0000,1.0000,+0.0000,353.4500,66,1
661,abc373_b,0.5000,0.5000,+0.0000,353.9500,66,1
662,3203,1.0000,0.3333,-0.6667,353.9500,66,1
663,abc395_f,0.0000,0.2500,+0.2500,354.9500,66,1
664,abc374_f,0.3333,0.0000,-0.3333,355.6167,66,1
665,abc311_a,1.0000,1.0000,+0.0000,355.6167,66,1
666,arc191_a,0.0000,0.0000,+0.0000,356.6167,66,1
667,3750,0.0000,0.0000,+0.0000,357.6167,66,1
668,abc315_d,0.0000,0.3333,+0.3333,358.6167,66,1
669,abc397_c,1.0000,1.0000,+0.0000,358.6167,66,1
670,abc360_d,0.0000,0.0000,+0.0000,359.6167,67,1
671,3439,0.0000,0.5000,+0.5000,360.6167,67,1
672,abc392_f,1.0000,1.0000,+0.0000,360.6167,67,1
673,arc183_b,0.0000,0.0000,+0.0000,361.6167,67,1
674,abc350_c,0.0000,0.0000,+0.0000,362.6167,67,1
675,2955,0.5000,1.0000,+0.5000,363.1167,67,1
676,abc369_g,0.0000,0.0000,+0.0000,364.1167,67,1
677,2837,0.5000,0.5000,+0.0000,364.6167,67,1
678,3498,0.0000,0.0000,+0.0000,365.6167,67,1
679,3478,0.5000,1.0000,+0.5000,366.1167,67,1
680,abc394_b,1.0000,1.0000,+0.0000,366.1167,68,1
681,3484,0.5000,0.5000,+0.0000,366.6167,68,1
682,3176,0.0000,0.0000,+0.0000,367.6167,68,1
683,abc347_a,1.0000,1.0000,+0.0000,367.6167,68,1
684,abc310_c,0.0000,1.0000,+1.0000,368.6167,68,1
685,abc385_f,0.0000,0.2500,+0.2500,369.6167,68,1
686,3519,0.0000,1.0000,+1.0000,370.6167,68,1
687,3646,0.0000,0.0000,+0.0000,371.6167,68,1
688,abc301_a,0.6667,1.0000,+0.3333,371.9500,68,1
689,2954,0.0000,1.0000,+1.0000,372.9500,68,1
690,abc357_e,0.0000,1.0000,+1.0000,373.9500,69,1
691,3704,1.0000,1.0000,+0.0000,373.9500,69,1
692,3700,0.3333,0.3333,+0.0000,374.6167,69,1
693,3754,0.0000,0.0000,+0.0000,375.6167,69,1
694,abc356_c,0.0000,0.0000,+0.0000,376.6167,69,1
695,3408,1.0000,1.0000,+0.0000,376.6167,69,1
696,abc393_a,0.0000,1.0000,+1.0000,377.6167,69,1
697,abc376_f,0.0000,0.0000,+0.0000,378.6167,69,1
698,2873,1.0000,1.0000,+0.0000,378.6167,69,1
699,abc328_a,1.0000,1.0000,+0.0000,378.6167,69,1
700,abc379_d,0.0000,0.5000,+0.5000,379.6167,70,1
701,abc364_f,0.0000,0.6667,+0.6667,380.6167,70,1
702,3517,1.0000,1.0000,+0.0000,380.6167,70,1
703,3675,0.0000,0.0000,+0.0000,381.6167,70,1
704,abc307_a,1.0000,1.0000,+0.0000,381.6167,70,1
705,abc324_e,0.0000,0.2500,+0.2500,382.6167,70,1
