step,problem_id,n_icl,greedy_reward,cumulative_regret,accepted_into_sdft,kl_loss_batch,batch_idx
0,1899_A,0,0.0000,6.0000,0,0.093405,0
1,abc383_e,0,0.0000,6.0000,0,0.093405,0
2,abc315_a,0,1.0000,6.0000,1,0.093405,0
3,3227,0,0.0000,6.0000,0,0.093405,0
4,arc190_c,0,0.0000,6.0000,0,0.093405,0
5,3210,0,1.0000,6.0000,1,0.093405,0
6,arc192_b,0,0.3333,6.0000,0,0.093405,0
7,3605,0,0.0000,6.0000,0,0.093405,0
8,abc398_g,0,0.6667,6.0000,1,0.093405,0
9,abc378_d,0,1.0000,6.0000,1,0.093405,0
10,abc344_a,3,1.0000,12.0000,1,0.069565,1
11,abc374_b,3,1.0000,12.0000,1,0.069565,1
12,3264,3,0.0000,12.0000,0,0.069565,1
13,abc397_d,3,0.0000,12.0000,0,0.069565,1
14,3414,3,0.5000,12.0000,1,0.069565,1
15,arc186_a,3,0.5000,12.0000,1,0.069565,1
16,arc189_b,3,0.0000,12.0000,0,0.069565,1
17,3151,3,0.0000,12.0000,0,0.069565,1
18,abc376_g,3,0.0000,12.0000,0,0.069565,1
19,abc363_a,3,1.0000,12.0000,1,0.069565,1
20,abc380_d,3,0.0000,14.6667,0,0.055869,2
21,abc384_a,3,1.0000,14.6667,1,0.055869,2
22,3384,3,1.0000,14.6667,1,0.055869,2
23,abc303_a,3,1.0000,14.6667,1,0.055869,2
24,abc396_a,3,1.0000,14.6667,1,0.055869,2
25,abc323_b,3,1.0000,14.6667,1,0.055869,2
26,3019,3,1.0000,14.6667,1,0.055869,2
27,abc326_a,3,0.6667,14.6667,1,0.055869,2
28,abc387_c,3,0.0000,14.6667,0,0.055869,2
29,arc188_c,3,0.6667,14.6667,1,0.055869,2
30,abc314_e,3,0.0000,21.0000,0,0.042570,3
31,2881,3,1.0000,21.0000,1,0.042570,3
32,abc391_g,3,0.0000,21.0000,0,0.042570,3
33,abc379_b,3,1.0000,21.0000,1,0.042570,3
34,abc376_b,3,0.0000,21.0000,0,0.042570,3
35,abc371_g,3,0.3333,21.0000,0,0.042570,3
36,abc375_c,3,0.0000,21.0000,0,0.042570,3
37,3044,3,0.0000,21.0000,0,0.042570,3
38,abc329_b,3,1.0000,21.0000,1,0.042570,3
39,abc398_d,3,0.3333,21.0000,0,0.042570,3
40,3510,3,0.3333,30.1667,0,0.030811,4
41,2779,3,0.0000,30.1667,0,0.030811,4
42,3375,3,0.5000,30.1667,1,0.030811,4
43,abc368_e,3,0.0000,30.1667,0,0.030811,4
44,arc193_d,3,0.0000,30.1667,0,0.030811,4
45,2827,3,0.0000,30.1667,0,0.030811,4
46,3785,3,0.0000,30.1667,0,0.030811,4
47,3532,3,0.0000,30.1667,0,0.030811,4
48,abc357_c,3,0.0000,30.1667,0,0.030811,4
49,abc394_e,3,0.0000,30.1667,0,0.030811,4
50,abc392_g,3,0.0000,36.0000,0,0.024283,5
51,3462,3,1.0000,36.0000,1,0.024283,5
52,abc361_b,3,0.6667,36.0000,1,0.024283,5
53,2856,3,0.0000,36.0000,0,0.024283,5
54,2777,3,1.0000,36.0000,1,0.024283,5
55,abc398_c,3,0.5000,36.0000,1,0.024283,5
56,abc377_g,3,0.0000,36.0000,0,0.024283,5
57,3625,3,1.0000,36.0000,1,0.024283,5
58,3382,3,0.0000,36.0000,0,0.024283,5
59,3402,3,0.0000,36.0000,0,0.024283,5
60,3764,3,0.0000,41.7500,0,0.020572,6
61,2784,3,0.0000,41.7500,0,0.020572,6
62,3221,3,0.0000,41.7500,0,0.020572,6
63,3533,3,0.0000,41.7500,0,0.020572,6
64,2816,3,1.0000,41.7500,1,0.020572,6
65,3324,3,0.0000,41.7500,0,0.020572,6
66,abc354_e,3,0.5000,41.7500,1,0.020572,6
67,abc374_e,3,0.7500,41.7500,1,0.020572,6
68,abc399_a,3,1.0000,41.7500,1,0.020572,6
69,3553,3,1.0000,41.7500,1,0.020572,6
70,3398,3,0.0000,46.7500,0,0.018798,7
71,abc376_c,3,0.0000,46.7500,0,0.018798,7
72,arc195_b,3,1.0000,46.7500,1,0.018798,7
73,3428,3,1.0000,46.7500,1,0.018798,7
74,abc308_c,3,1.0000,46.7500,1,0.018798,7
75,abc337_a,3,1.0000,46.7500,1,0.018798,7
76,abc323_e,3,0.0000,46.7500,0,0.018798,7
77,3493,3,0.0000,46.7500,0,0.018798,7
78,2825,3,1.0000,46.7500,1,0.018798,7
79,2811,3,0.0000,46.7500,0,0.018798,7
80,3636,3,1.0000,53.4167,1,0.014099,8
81,abc332_a,3,1.0000,53.4167,1,0.014099,8
82,abc355_d,3,1.0000,53.4167,1,0.014099,8
83,3485,3,0.0000,53.4167,0,0.014099,8
84,abc381_e,3,0.0000,53.4167,0,0.014099,8
85,abc381_c,3,0.0000,53.4167,0,0.014099,8
86,abc368_d,3,0.0000,53.4167,0,0.014099,8
87,3737,3,0.0000,53.4167,0,0.014099,8
88,abc350_d,3,0.3333,53.4167,0,0.014099,8
89,3225,3,0.0000,53.4167,0,0.014099,8
90,3733,3,0.2500,59.6667,0,0.013406,9
91,3438,3,0.0000,59.6667,0,0.013406,9
92,abc399_f,3,1.0000,59.6667,1,0.013406,9
93,abc302_e,3,0.0000,59.6667,0,0.013406,9
94,abc390_a,3,1.0000,59.6667,1,0.013406,9
95,abc362_c,3,0.0000,59.6667,0,0.013406,9
96,2921,3,0.5000,59.6667,1,0.013406,9
97,2917,3,1.0000,59.6667,1,0.013406,9
98,abc378_e,3,0.0000,59.6667,0,0.013406,9
99,2867,3,0.0000,59.6667,0,0.013406,9
100,3541,3,1.0000,63.0000,1,0.013157,10
101,abc356_b,3,1.0000,63.0000,1,0.013157,10
102,abc323_d,3,0.3333,63.0000,0,0.013157,10
103,abc392_b,3,1.0000,63.0000,1,0.013157,10
104,abc334_d,3,1.0000,63.0000,1,0.013157,10
105,abc329_d,3,0.0000,63.0000,0,0.013157,10
106,abc399_d,3,0.0000,63.0000,0,0.013157,10
107,abc349_d,3,0.3333,63.0000,0,0.013157,10
108,abc338_a,3,1.0000,63.0000,1,0.013157,10
109,3626,3,1.0000,63.0000,1,0.013157,10
110,abc305_b,3,1.0000,67.0000,1,0.014820,11
111,abc380_a,3,1.0000,67.0000,1,0.014820,11
112,3242,3,1.0000,67.0000,1,0.014820,11
113,arc191_d,3,0.3333,67.0000,0,0.014820,11
114,abc375_a,3,1.0000,67.0000,1,0.014820,11
115,abc333_e,3,0.0000,67.0000,0,0.014820,11
116,3548,3,0.0000,67.0000,0,0.014820,11
117,arc183_d,3,0.0000,67.0000,0,0.014820,11
118,abc336_a,3,1.0000,67.0000,1,0.014820,11
119,3387,3,0.6667,67.0000,1,0.014820,11
120,abc301_d,3,0.3333,73.4167,0,0.016276,12
121,3747,3,1.0000,73.4167,1,0.016276,12
122,3683,3,0.0000,73.4167,0,0.016276,12
123,3269,3,1.0000,73.4167,1,0.016276,12
124,3411,3,0.0000,73.4167,0,0.016276,12
125,3786,3,0.0000,73.4167,0,0.016276,12
126,abc313_b,3,0.6667,73.4167,1,0.016276,12
127,3508,3,0.3333,73.4167,0,0.016276,12
128,abc347_e,3,0.0000,73.4167,0,0.016276,12
129,3580,3,0.2500,73.4167,0,0.016276,12
130,arc186_b,3,0.0000,81.0833,0,0.016049,13
131,3777,3,0.0000,81.0833,0,0.016049,13
132,3397,3,0.6667,81.0833,1,0.016049,13
133,abc356_e,3,0.0000,81.0833,0,0.016049,13
134,arc195_e,3,0.0000,81.0833,0,0.016049,13
135,abc375_g,3,1.0000,81.0833,1,0.016049,13
136,abc372_f,3,0.3333,81.0833,0,0.016049,13
137,abc367_d,3,0.3333,81.0833,0,0.016049,13
138,abc388_g,3,0.0000,81.0833,0,0.016049,13
139,3231,3,0.0000,81.0833,0,0.016049,13
140,abc389_d,3,1.0000,84.8333,1,0.016695,14
141,3207,3,1.0000,84.8333,1,0.016695,14
142,abc367_f,3,1.0000,84.8333,1,0.016695,14
143,abc339_a,3,1.0000,84.8333,1,0.016695,14
144,abc312_c,3,1.0000,84.8333,1,0.016695,14
145,3024,3,0.0000,84.8333,0,0.016695,14
146,abc320_d,3,0.6667,84.8333,1,0.016695,14
147,abc364_e,3,0.2500,84.8333,0,0.016695,14
148,abc366_d,3,0.0000,84.8333,0,0.016695,14
149,abc329_e,3,0.3333,84.8333,0,0.016695,14
150,abc384_e,3,0.3333,91.0000,0,0.017895,15
151,abc373_g,3,0.0000,91.0000,0,0.017895,15
152,3228,3,0.3333,91.0000,0,0.017895,15
153,abc304_d,3,1.0000,91.0000,1,0.017895,15
154,3613,3,0.0000,91.0000,0,0.017895,15
155,3381,3,0.6667,91.0000,1,0.017895,15
156,3686,3,0.0000,91.0000,0,0.017895,15
157,3328,3,0.5000,91.0000,1,0.017895,15
158,abc322_b,3,1.0000,91.0000,1,0.017895,15
159,3468,3,0.0000,91.0000,0,0.017895,15
160,3658,3,0.3333,94.6667,0,0.019012,16
161,2855,3,1.0000,94.6667,1,0.019012,16
162,2817,3,0.5000,94.6667,1,0.019012,16
163,3496,3,0.0000,94.6667,0,0.019012,16
164,3784,3,0.5000,94.6667,1,0.019012,16
165,arc188_d,3,0.5000,94.6667,1,0.019012,16
166,3654,3,0.5000,94.6667,1,0.019012,16
167,3163,3,1.0000,94.6667,1,0.019012,16
168,abc347_b,3,1.0000,94.6667,1,0.019012,16
169,abc330_b,3,1.0000,94.6667,1,0.019012,16
170,3696,3,1.0000,99.6667,1,0.018096,17
171,3487,3,0.5000,99.6667,1,0.018096,17
172,3000,3,1.0000,99.6667,1,0.018096,17
173,abc385_d,3,0.0000,99.6667,0,0.018096,17
174,abc354_c,3,0.0000,99.6667,0,0.018096,17
175,3723,3,0.0000,99.6667,0,0.018096,17
176,3591,3,0.0000,99.6667,0,0.018096,17
177,3226,3,1.0000,99.6667,1,0.018096,17
178,abc343_b,3,1.0000,99.6667,1,0.018096,17
179,abc322_e,3,0.5000,99.6667,1,0.018096,17
180,3603,3,0.0000,108.1667,0,0.013727,18
181,abc362_d,3,0.0000,108.1667,0,0.013727,18
182,arc195_c,3,0.0000,108.1667,0,0.013727,18
183,2870,3,0.0000,108.1667,0,0.013727,18
184,abc386_d,3,0.0000,108.1667,0,0.013727,18
185,abc355_a,3,1.0000,108.1667,1,0.013727,18
186,1883_C,3,0.0000,108.1667,0,0.013727,18
187,3634,3,0.5000,108.1667,1,0.013727,18
188,abc301_f,3,0.0000,108.1667,0,0.013727,18
189,abc369_c,3,0.0000,108.1667,0,0.013727,18
190,3466,3,0.0000,113.8333,0,0.013691,19
191,3174,3,1.0000,113.8333,1,0.013691,19
192,3292,3,0.0000,113.8333,0,0.013691,19
193,abc310_d,3,0.0000,113.8333,0,0.013691,19
194,3423,3,0.5000,113.8333,1,0.013691,19
195,abc355_c,3,1.0000,113.8333,1,0.013691,19
196,3081,3,1.0000,113.8333,1,0.013691,19
197,3317,3,0.3333,113.8333,0,0.013691,19
198,3770,3,0.0000,113.8333,0,0.013691,19
199,3511,3,0.5000,113.8333,1,0.013691,19
200,abc395_c,3,1.0000,119.0000,1,0.053812,20
201,abc343_c,3,1.0000,119.0000,1,0.053812,20
202,abc351_f,3,0.0000,119.0000,0,0.053812,20
203,abc369_b,3,1.0000,119.0000,1,0.053812,20
204,3743,3,0.0000,119.0000,0,0.053812,20
205,abc324_c,3,0.0000,119.0000,0,0.053812,20
206,abc333_d,3,0.0000,119.0000,0,0.053812,20
207,3362,3,0.3333,119.0000,0,0.053812,20
208,3639,3,0.5000,119.0000,1,0.053812,20
209,2884,3,1.0000,119.0000,1,0.053812,20
210,abc352_c,3,0.3333,126.6667,0,0.042024,21
211,abc350_e,3,0.0000,126.6667,0,0.042024,21
212,arc191_c,3,0.0000,126.6667,0,0.042024,21
213,abc318_c,3,0.0000,126.6667,0,0.042024,21
214,3720,3,0.5000,126.6667,1,0.042024,21
215,abc320_c,3,0.0000,126.6667,0,0.042024,21
216,3394,3,0.0000,126.6667,0,0.042024,21
217,arc196_d,3,0.0000,126.6667,0,0.042024,21
218,3361,3,0.5000,126.6667,1,0.042024,21
219,3034,3,1.0000,126.6667,1,0.042024,21
220,abc344_d,3,0.0000,132.5000,0,0.047391,22
221,3621,3,0.0000,132.5000,0,0.047391,22
222,3372,3,1.0000,132.5000,1,0.047391,22
223,abc338_f,3,0.0000,132.5000,0,0.047391,22
224,arc189_c,3,0.5000,132.5000,1,0.047391,22
225,abc308_e,3,0.3333,132.5000,0,0.047391,22
226,3313,3,0.6667,132.5000,1,0.047391,22
227,abc400_g,3,0.0000,132.5000,0,0.047391,22
228,abc358_c,3,1.0000,132.5000,1,0.047391,22
229,2792,3,0.6667,132.5000,1,0.047391,22
230,3492,3,0.0000,138.5000,0,0.032147,23
231,abc374_c,3,0.0000,138.5000,0,0.032147,23
232,abc344_e,3,0.0000,138.5000,0,0.032147,23
233,abc380_e,3,0.0000,138.5000,0,0.032147,23
234,abc348_b,3,1.0000,138.5000,1,0.032147,23
235,3525,3,0.0000,138.5000,0,0.032147,23
236,abc365_a,3,1.0000,138.5000,1,0.032147,23
237,abc304_e,3,0.0000,138.5000,0,0.032147,23
238,3552,3,1.0000,138.5000,1,0.032147,23
239,3171,3,1.0000,138.5000,1,0.032147,23
240,arc185_b,3,0.0000,145.5000,0,0.025125,24
241,abc302_c,3,1.0000,145.5000,1,0.025125,24
242,abc368_c,3,0.0000,145.5000,0,0.025125,24
243,3555,3,0.0000,145.5000,0,0.025125,24
244,abc303_e,3,0.0000,145.5000,0,0.025125,24
245,3236,3,1.0000,145.5000,1,0.025125,24
246,3560,3,0.0000,145.5000,0,0.025125,24
247,abc372_e,3,0.0000,145.5000,0,0.025125,24
248,abc311_d,3,0.0000,145.5000,0,0.025125,24
249,abc373_a,3,1.0000,145.5000,1,0.025125,24
250,3685,3,1.0000,152.2500,1,0.020363,25
251,abc359_e,3,0.0000,152.2500,0,0.020363,25
252,abc321_d,3,0.0000,152.2500,0,0.020363,25
253,abc341_b,3,0.0000,152.2500,0,0.020363,25
254,3464,3,0.2500,152.2500,0,0.020363,25
255,abc398_b,3,1.0000,152.2500,1,0.020363,25
256,3320,3,1.0000,152.2500,1,0.020363,25
257,abc306_e,3,0.0000,152.2500,0,0.020363,25
258,abc351_a,3,0.0000,152.2500,0,0.020363,25
259,3753,3,0.0000,152.2500,0,0.020363,25
260,3446,3,1.0000,159.2500,1,0.013673,26
261,1899_B,3,0.0000,159.2500,0,0.013673,26
262,3279,3,1.0000,159.2500,1,0.013673,26
263,abc314_b,3,0.0000,159.2500,0,0.013673,26
264,abc370_f,3,0.0000,159.2500,0,0.013673,26
265,3788,3,0.6667,159.2500,1,0.013673,26
266,abc359_b,3,0.3333,159.2500,0,0.013673,26
267,3297,3,0.0000,159.2500,0,0.013673,26
268,3676,3,0.0000,159.2500,0,0.013673,26
269,3763,3,0.0000,159.2500,0,0.013673,26
270,abc366_a,3,0.3333,166.1667,0,0.015856,27
271,abc366_e,3,0.0000,166.1667,0,0.015856,27
272,abc392_c,3,0.0000,166.1667,0,0.015856,27
273,2833,3,0.0000,166.1667,0,0.015856,27
274,3351,3,1.0000,166.1667,1,0.015856,27
275,3649,3,0.0000,166.1667,0,0.015856,27
276,abc301_c,3,0.7500,166.1667,1,0.015856,27
277,abc344_b,3,0.3333,166.1667,0,0.015856,27
278,abc399_c,3,0.3333,166.1667,0,0.015856,27
279,abc380_f,3,0.3333,166.1667,0,0.015856,27
280,abc367_c,3,0.0000,171.5000,0,0.016237,28
281,3629,3,0.0000,171.5000,0,0.016237,28
282,abc322_a,3,1.0000,171.5000,1,0.016237,28
283,2979,3,0.0000,171.5000,0,0.016237,28
284,3331,3,1.0000,171.5000,1,0.016237,28
285,abc397_a,3,1.0000,171.5000,1,0.016237,28
286,arc193_a,3,0.0000,171.5000,0,0.016237,28
287,abc361_a,3,1.0000,171.5000,1,0.016237,28
288,abc328_e,3,0.6667,171.5000,1,0.016237,28
289,3518,3,0.0000,171.5000,0,0.016237,28
290,3306,3,0.5000,178.3333,1,0.010975,29
291,2882,3,1.0000,178.3333,1,0.010975,29
292,abc374_g,3,0.0000,178.3333,0,0.010975,29
293,3617,3,0.0000,178.3333,0,0.010975,29
294,abc358_d,3,0.3333,178.3333,0,0.010975,29
295,abc371_a,3,0.0000,178.3333,0,0.010975,29
296,abc343_a,3,0.0000,178.3333,0,0.010975,29
297,abc376_d,3,1.0000,178.3333,1,0.010975,29
298,2786,3,0.3333,178.3333,0,0.010975,29
299,2828,3,0.0000,178.3333,0,0.010975,29
300,3456,3,0.5000,184.1667,1,0.012123,30
301,3299,3,1.0000,184.1667,1,0.012123,30
302,2810,3,0.5000,184.1667,1,0.012123,30
303,3527,3,0.0000,184.1667,0,0.012123,30
304,3476,3,0.5000,184.1667,1,0.012123,30
305,3495,3,0.0000,184.1667,0,0.012123,30
306,abc339_c,3,0.3333,184.1667,0,0.012123,30
307,3194,3,1.0000,184.1667,1,0.012123,30
308,abc363_f,3,0.0000,184.1667,0,0.012123,30
309,abc394_f,3,0.3333,184.1667,0,0.012123,30
310,abc366_c,3,1.0000,190.5000,1,0.014466,31
311,abc351_d,3,0.0000,190.5000,0,0.014466,31
312,3416,3,0.5000,190.5000,1,0.014466,31
313,abc308_f,3,0.0000,190.5000,0,0.014466,31
314,3638,3,1.0000,190.5000,1,0.014466,31
315,abc400_a,3,0.3333,190.5000,0,0.014466,31
316,abc361_d,3,0.3333,190.5000,0,0.014466,31
317,3455,3,0.5000,190.5000,1,0.014466,31
318,3475,3,0.0000,190.5000,0,0.014466,31
319,abc391_e,3,0.0000,190.5000,0,0.014466,31
320,abc309_d,3,0.0000,197.4167,0,0.013052,32
321,3612,3,0.5000,197.4167,1,0.013052,32
322,abc383_b,3,0.0000,197.4167,0,0.013052,32
323,3515,3,0.6667,197.4167,1,0.013052,32
324,abc329_c,3,0.3333,197.4167,0,0.013052,32
325,3655,3,0.3333,197.4167,0,0.013052,32
326,3600,3,0.0000,197.4167,0,0.013052,32
327,abc358_a,3,1.0000,197.4167,1,0.013052,32
328,3793,3,0.2500,197.4167,0,0.013052,32
329,3422,3,0.0000,197.4167,0,0.013052,32
330,3817,3,1.0000,201.0833,1,0.011096,33
331,arc184_e,3,0.0000,201.0833,0,0.011096,33
332,abc310_b,3,0.0000,201.0833,0,0.011096,33
333,2977,3,1.0000,201.0833,1,0.011096,33
334,3412,3,1.0000,201.0833,1,0.011096,33
335,3267,3,0.3333,201.0833,0,0.011096,33
336,3562,3,0.0000,201.0833,0,0.011096,33
337,2756,3,1.0000,201.0833,1,0.011096,33
338,abc389_a,3,1.0000,201.0833,1,0.011096,33
339,abc307_b,3,1.0000,201.0833,1,0.011096,33
340,abc340_c,3,0.0000,207.0833,0,0.009296,34
341,abc332_b,3,1.0000,207.0833,1,0.009296,34
342,abc312_a,3,1.0000,207.0833,1,0.009296,34
343,abc350_b,3,0.0000,207.0833,0,0.009296,34
344,abc325_d,3,0.0000,207.0833,0,0.009296,34
345,abc320_a,3,1.0000,207.0833,1,0.009296,34
346,abc319_b,3,1.0000,207.0833,1,0.009296,34
347,arc193_b,3,0.0000,207.0833,0,0.009296,34
348,abc365_b,3,0.0000,207.0833,0,0.009296,34
349,arc182_c,3,0.0000,207.0833,0,0.009296,34
350,3308,3,0.0000,211.9167,0,0.011375,35
351,arc192_a,3,0.6667,211.9167,1,0.011375,35
352,arc186_e,3,0.0000,211.9167,0,0.011375,35
353,3403,3,0.0000,211.9167,0,0.011375,35
354,3702,3,1.0000,211.9167,1,0.011375,35
355,2728,3,1.0000,211.9167,1,0.011375,35
356,abc349_e,3,0.0000,211.9167,0,0.011375,35
