step,problem_id,n_icl,greedy_reward,cumulative_regret,accepted_into_sdft,kl_loss_batch,batch_idx
706,abc378_f,3,0.3333,406.1000,0,0.013481,70
707,3239,3,1.0000,406.1000,1,0.013481,70
708,3406,3,0.0000,406.1000,0,0.013481,70
709,3677,3,0.5000,406.1000,1,0.013481,70
710,3809,3,1.0000,410.7667,1,0.015840,71
711,abc380_g,3,0.3333,410.7667,0,0.015840,71
712,abc322_d,3,0.5000,410.7667,1,0.015840,71
713,3349,3,1.0000,410.7667,1,0.015840,71
714,3502,3,1.0000,410.7667,1,0.015840,71
715,abc343_e,3,0.5000,410.7667,1,0.015840,71
716,1873_D,3,0.0000,410.7667,0,0.015840,71
717,arc192_e,3,0.0000,410.7667,0,0.015840,71
718,3261,3,0.0000,410.7667,0,0.015840,71
719,3716,3,1.0000,410.7667,1,0.015840,71
720,abc397_f,3,0.0000,418.4333,0,0.014973,72
721,abc306_b,3,0.0000,418.4333,0,0.014973,72
722,3396,3,1.0000,418.4333,1,0.014973,72
723,abc383_d,3,0.0000,418.4333,0,0.014973,72
724,abc382_d,3,0.0000,418.4333,0,0.014973,72
725,3263,3,0.3333,418.4333,0,0.014973,72
726,abc310_e,3,0.0000,418.4333,0,0.014973,72
727,3032,3,0.0000,418.4333,0,0.014973,72
728,2757,3,0.0000,418.4333,0,0.014973,72
729,abc364_b,3,1.0000,418.4333,1,0.014973,72
730,arc181_b,3,0.0000,424.1833,0,0.011041,73
731,3805,3,0.2500,424.1833,0,0.011041,73
732,abc379_g,3,0.3333,424.1833,0,0.011041,73
733,3811,3,0.0000,424.1833,0,0.011041,73
734,abc355_b,3,1.0000,424.1833,1,0.011041,73
735,2919,3,1.0000,424.1833,1,0.011041,73
736,abc313_a,3,0.6667,424.1833,1,0.011041,73
737,abc400_d,3,0.0000,424.1833,0,0.011041,73
738,abc384_d,3,0.5000,424.1833,1,0.011041,73
739,3329,3,0.5000,424.1833,1,0.011041,73
740,abc396_e,3,0.3333,429.5167,0,0.012664,74
741,3220,3,1.0000,429.5167,1,0.012664,74
742,3356,3,1.0000,429.5167,1,0.012664,74
743,arc195_d,3,0.0000,429.5167,0,0.012664,74
744,abc381_d,3,0.6667,429.5167,1,0.012664,74
745,3714,3,0.0000,429.5167,0,0.012664,74
746,abc312_f,3,0.3333,429.5167,0,0.012664,74
747,3141,3,0.6667,429.5167,1,0.012664,74
748,abc333_b,3,0.6667,429.5167,1,0.012664,74
749,abc378_g,3,0.0000,429.5167,0,0.012664,74
750,abc347_c,3,1.0000,435.6000,1,0.010746,75
751,2879,3,0.0000,435.6000,0,0.010746,75
752,3046,3,0.0000,435.6000,0,0.010746,75
753,abc373_f,3,0.0000,435.6000,0,0.010746,75
754,arc182_d,3,0.3333,435.6000,0,0.010746,75
755,3795,3,0.2500,435.6000,0,0.010746,75
756,2869,3,1.0000,435.6000,1,0.010746,75
757,abc400_e,3,1.0000,435.6000,1,0.010746,75
758,3364,3,0.3333,435.6000,0,0.010746,75
759,abc348_e,3,0.0000,435.6000,0,0.010746,75
760,3610,3,0.5000,441.6833,1,0.010542,76
761,abc336_c,3,0.0000,441.6833,0,0.010542,76
762,abc352_d,3,0.3333,441.6833,0,0.010542,76
763,arc183_c,3,0.0000,441.6833,0,0.010542,76
764,3791,3,1.0000,441.6833,1,0.010542,76
765,3033,3,0.0000,441.6833,0,0.010542,76
766,abc301_e,3,0.3333,441.6833,0,0.010542,76
767,abc348_c,3,1.0000,441.6833,1,0.010542,76
768,abc382_f,3,0.0000,441.6833,0,0.010542,76
769,abc311_e,3,0.7500,441.6833,1,0.010542,76
770,3355,3,0.3333,448.3500,0,0.010014,77
771,3507,3,1.0000,448.3500,1,0.010014,77
772,3494,3,0.0000,448.3500,0,0.010014,77
773,abc377_d,3,0.0000,448.3500,0,0.010014,77
774,3206,3,1.0000,448.3500,1,0.010014,77
775,arc189_d,3,0.0000,448.3500,0,0.010014,77
776,abc306_c,3,0.3333,448.3500,0,0.010014,77
777,3631,3,0.3333,448.3500,0,0.010014,77
778,3563,3,0.0000,448.3500,0,0.010014,77
779,3783,3,0.3333,448.3500,0,0.010014,77
780,abc310_f,3,0.0000,455.0167,0,0.014148,78
781,abc359_c,3,0.0000,455.0167,0,0.014148,78
782,abc385_b,3,1.0000,455.0167,1,0.014148,78
783,abc331_b,3,0.3333,455.0167,0,0.014148,78
784,3762,3,0.0000,455.0167,0,0.014148,78
785,2888,3,0.3333,455.0167,0,0.014148,78
786,abc397_b,3,0.6667,455.0167,1,0.014148,78
787,2877,3,1.0000,455.0167,1,0.014148,78
788,abc371_b,3,0.0000,455.0167,0,0.014148,78
789,abc375_d,3,0.0000,455.0167,0,0.014148,78
790,2893,3,1.0000,459.4333,1,0.015414,79
791,1899_C,3,0.0000,459.4333,0,0.015414,79
792,abc307_d,3,0.2500,459.4333,0,0.015414,79
793,abc386_f,3,0.6667,459.4333,1,0.015414,79
794,abc309_c,3,0.0000,459.4333,0,0.015414,79
795,3450,3,0.6667,459.4333,1,0.015414,79
796,3460,3,0.0000,459.4333,0,0.015414,79
797,2791,3,1.0000,459.4333,1,0.015414,79
798,abc333_a,3,1.0000,459.4333,1,0.015414,79
799,abc389_f,3,1.0000,459.4333,1,0.015414,79
800,abc308_d,3,0.3333,464.6000,0,0.015304,80
801,abc312_e,3,0.0000,464.6000,0,0.015304,80
802,3183,3,1.0000,464.6000,1,0.015304,80
803,3337,3,1.0000,464.6000,1,0.015304,80
804,abc359_a,3,1.0000,464.6000,1,0.015304,80
805,abc354_a,3,1.0000,464.6000,1,0.015304,80
806,arc194_e,3,0.5000,464.6000,1,0.015304,80
807,arc181_d,3,0.0000,464.6000,0,0.015304,80
808,3567,3,0.0000,464.6000,0,0.015304,80
809,abc392_d,3,0.0000,464.6000,0,0.015304,80
810,abc327_d,3,0.2500,471.3500,0,0.011458,81
811,abc376_a,3,1.0000,471.3500,1,0.011458,81
812,abc303_d,3,0.0000,471.3500,0,0.011458,81
813,3570,3,0.6667,471.3500,1,0.011458,81
814,3768,3,1.0000,471.3500,1,0.011458,81
815,3721,3,0.0000,471.3500,0,0.011458,81
816,3594,3,0.0000,471.3500,0,0.011458,81
817,abc396_d,3,0.0000,471.3500,0,0.011458,81
818,abc351_e,3,0.0000,471.3500,0,0.011458,81
819,abc367_a,3,0.3333,471.3500,0,0.011458,81
820,abc361_c,3,0.3333,474.6000,0,0.010881,82
821,abc394_a,3,1.0000,474.6000,1,0.010881,82
822,3262,3,1.0000,474.6000,1,0.010881,82
823,abc365_d,3,0.0000,474.6000,0,0.010881,82
824,3379,3,1.0000,474.6000,1,0.010881,82
825,arc183_a,3,0.2500,474.6000,0,0.010881,82
826,3196,3,0.5000,474.6000,1,0.010881,82
827,3193,3,0.6667,474.6000,1,0.010881,82
828,abc384_c,3,1.0000,474.6000,1,0.010881,82
829,abc362_a,3,1.0000,474.6000,1,0.010881,82
830,3789,3,0.0000,477.9333,0,0.012379,83
831,2891,3,1.0000,477.9333,1,0.012379,83
832,3388,3,0.3333,477.9333,0,0.012379,83
833,abc379_e,3,1.0000,477.9333,1,0.012379,83
834,2999,3,1.0000,477.9333,1,0.012379,83
835,3760,3,0.0000,477.9333,0,0.012379,83
836,abc396_b,3,1.0000,477.9333,1,0.012379,83
837,abc311_c,3,0.3333,477.9333,0,0.012379,83
838,2876,3,1.0000,477.9333,1,0.012379,83
839,abc311_b,3,1.0000,477.9333,1,0.012379,83
840,abc326_d,3,0.5000,485.4333,1,0.010690,84
841,3781,3,0.0000,485.4333,0,0.010690,84
842,abc338_c,3,0.0000,485.4333,0,0.010690,84
843,arc196_b,3,0.0000,485.4333,0,0.010690,84
844,2785,3,1.0000,485.4333,1,0.010690,84
845,3383,3,0.0000,485.4333,0,0.010690,84
846,abc329_f,3,1.0000,485.4333,1,0.010690,84
847,abc366_b,3,0.0000,485.4333,0,0.010690,84
848,1873_A,3,0.0000,485.4333,0,0.010690,84
849,abc362_e,3,0.0000,485.4333,0,0.010690,84
850,arc184_d,3,0.0000,493.7667,0,0.009052,85
851,abc363_e,3,0.0000,493.7667,0,0.009052,85
852,3249,3,1.0000,493.7667,1,0.009052,85
853,3744,3,0.0000,493.7667,0,0.009052,85
854,abc340_d,3,0.0000,493.7667,0,0.009052,85
855,abc390_f,3,0.0000,493.7667,0,0.009052,85
856,abc303_b,3,0.3333,493.7667,0,0.009052,85
857,arc190_d,3,0.0000,493.7667,0,0.009052,85
858,abc398_a,3,0.0000,493.7667,0,0.009052,85
859,abc372_c,3,0.3333,493.7667,0,0.009052,85
860,abc325_a,3,1.0000,498.6000,1,0.010375,86
861,abc370_g,3,0.0000,498.6000,0,0.010375,86
862,3104,3,0.5000,498.6000,1,0.010375,86
863,abc357_b,3,0.0000,498.6000,0,0.010375,86
864,3311,3,1.0000,498.6000,1,0.010375,86
865,abc384_g,3,0.0000,498.6000,0,0.010375,86
866,abc356_d,3,0.6667,498.6000,1,0.010375,86
867,abc393_e,3,1.0000,498.6000,1,0.010375,86
868,abc377_a,3,1.0000,498.6000,1,0.010375,86
869,abc377_e,3,0.0000,498.6000,0,0.010375,86
870,1883_B,3,0.0000,507.4333,0,0.013771,87
871,arc194_d,3,0.5000,507.4333,1,0.013771,87
872,3243,3,0.0000,507.4333,0,0.013771,87
873,abc353_e,3,0.0000,507.4333,0,0.013771,87
874,3697,3,0.3333,507.4333,0,0.013771,87
875,3153,3,0.0000,507.4333,0,0.013771,87
876,abc333_c,3,0.0000,507.4333,0,0.013771,87
877,abc372_g,3,0.0000,507.4333,0,0.013771,87
878,abc385_c,3,0.3333,507.4333,0,0.013771,87
879,arc192_d,3,0.0000,507.4333,0,0.013771,87
880,abc382_a,3,1.0000,511.7667,1,0.012136,88
881,3771,3,1.0000,511.7667,1,0.012136,88
882,3531,3,0.3333,511.7667,0,0.012136,88
883,3164,3,1.0000,511.7667,1,0.012136,88
884,abc377_f,3,0.3333,511.7667,0,0.012136,88
885,abc390_g,3,0.3333,511.7667,0,0.012136,88
886,2730,3,1.0000,511.7667,1,0.012136,88
887,abc391_d,3,0.0000,511.7667,0,0.012136,88
888,3436,3,0.3333,511.7667,0,0.012136,88
889,abc313_c,3,0.3333,511.7667,0,0.012136,88
890,abc361_e,3,0.0000,518.1833,0,0.009291,89
891,3367,3,1.0000,518.1833,1,0.009291,89
892,abc389_e,3,0.0000,518.1833,0,0.009291,89
893,abc342_a,3,1.0000,518.1833,1,0.009291,89
894,abc342_e,3,0.0000,518.1833,0,0.009291,89
895,3692,3,0.2500,518.1833,0,0.009291,89
896,3526,3,0.3333,518.1833,0,0.009291,89
897,abc351_b,3,1.0000,518.1833,1,0.009291,89
898,3794,3,0.0000,518.1833,0,0.009291,89
899,arc188_b,3,0.0000,518.1833,0,0.009291,89
900,3245,3,0.0000,525.0167,0,0.010042,90
901,abc370_d,3,0.0000,525.0167,0,0.010042,90
902,3235,3,0.0000,525.0167,0,0.010042,90
903,3150,3,1.0000,525.0167,1,0.010042,90
904,abc387_f,3,0.0000,525.0167,0,0.010042,90
905,2854,3,1.0000,525.0167,1,0.010042,90
906,abc383_c,3,0.3333,525.0167,0,0.010042,90
907,3025,3,0.3333,525.0167,0,0.010042,90
908,3451,3,0.5000,525.0167,1,0.010042,90
909,abc358_e,3,0.0000,525.0167,0,0.010042,90
910,3213,3,1.0000,529.0167,1,0.014416,91
911,abc399_e,3,0.5000,529.0167,1,0.014416,91
912,3725,3,0.0000,529.0167,0,0.014416,91
913,abc346_b,3,1.0000,529.0167,1,0.014416,91
914,3447,3,1.0000,529.0167,1,0.014416,91
915,abc352_a,3,1.0000,529.0167,1,0.014416,91
916,3413,3,0.5000,529.0167,1,0.014416,91
917,abc381_b,3,1.0000,529.0167,1,0.014416,91
918,abc315_f,3,0.0000,529.0167,0,0.014416,91
919,abc363_d,3,0.0000,529.0167,0,0.014416,91
920,3461,3,0.5000,533.6000,1,0.011724,92
921,abc381_a,3,1.0000,533.6000,1,0.011724,92
922,abc312_d,3,0.0000,533.6000,0,0.011724,92
923,3219,3,0.3333,533.6000,0,0.011724,92
924,abc318_b,3,0.3333,533.6000,0,0.011724,92
925,3224,3,0.0000,533.6000,0,0.011724,92
926,3371,3,1.0000,533.6000,1,0.011724,92
927,abc372_a,3,1.0000,533.6000,1,0.011724,92
928,abc391_f,3,1.0000,533.6000,1,0.011724,92
929,abc345_d,3,0.2500,533.6000,0,0.011724,92
930,abc356_a,3,1.0000,538.1000,1,0.015674,93
931,arc182_a,3,0.0000,538.1000,0,0.015674,93
932,abc306_a,3,1.0000,538.1000,1,0.015674,93
933,abc328_b,3,0.3333,538.1000,0,0.015674,93
934,abc377_b,3,0.3333,538.1000,0,0.015674,93
935,abc390_e,3,1.0000,538.1000,1,0.015674,93
936,3453,3,0.5000,538.1000,1,0.015674,93
937,abc396_f,3,0.0000,538.1000,0,0.015674,93
938,abc305_e,3,0.3333,538.1000,0,0.015674,93
939,2886,3,1.0000,538.1000,1,0.015674,93
940,abc318_e,3,0.3333,540.9333,0,0.017550,94
941,abc346_a,3,1.0000,540.9333,1,0.017550,94
942,abc328_c,3,1.0000,540.9333,1,0.017550,94
943,3593,3,1.0000,540.9333,1,0.017550,94
944,2824,3,1.0000,540.9333,1,0.017550,94
945,3604,3,0.0000,540.9333,0,0.017550,94
946,abc309_b,3,0.3333,540.9333,0,0.017550,94
947,2872,3,1.0000,540.9333,1,0.017550,94
948,abc386_c,3,0.8333,540.9333,1,0.017550,94
949,abc385_a,3,0.6667,540.9333,1,0.017550,94
950,3656,3,0.3333,547.2667,0,0.008658,95
951,abc330_a,3,1.0000,547.2667,1,0.008658,95
952,3571,3,0.0000,547.2667,0,0.008658,95
953,abc307_c,3,0.0000,547.2667,0,0.008658,95
954,3421,3,1.0000,547.2667,1,0.008658,95
955,3573,3,1.0000,547.2667,1,0.008658,95
956,abc372_d,3,0.0000,547.2667,0,0.008658,95
957,abc398_f,3,0.3333,547.2667,0,0.008658,95
958,abc319_c,3,0.0000,547.2667,0,0.008658,95
959,abc341_e,3,0.0000,547.2667,0,0.008658,95
960,3346,3,0.3333,550.9333,0,0.015423,96
961,3252,3,1.0000,550.9333,1,0.015423,96
962,abc312_b,3,0.3333,550.9333,0,0.015423,96
963,abc378_a,3,1.0000,550.9333,1,0.015423,96
964,abc362_b,3,1.0000,550.9333,1,0.015423,96
965,3291,3,0.6667,550.9333,1,0.015423,96
966,arc194_a,3,0.0000,550.9333,0,0.015423,96
967,abc367_b,3,1.0000,550.9333,1,0.015423,96
968,2902,3,1.0000,550.9333,1,0.015423,96
969,abc373_c,3,0.0000,550.9333,0,0.015423,96
970,3558,3,0.6667,556.6000,1,0.009802,97
971,abc400_c,3,0.0000,556.6000,0,0.009802,97
972,abc374_a,3,1.0000,556.6000,1,0.009802,97
973,abc318_d,3,0.0000,556.6000,0,0.009802,97
974,3551,3,0.0000,556.6000,0,0.009802,97
975,abc305_c,3,0.0000,556.6000,0,0.009802,97
976,abc336_d,3,0.3333,556.6000,0,0.009802,97
977,abc340_a,3,1.0000,556.6000,1,0.009802,97
978,3251,3,1.0000,556.6000,1,0.009802,97
979,abc338_e,3,0.3333,556.6000,0,0.009802,97
980,3653,3,0.3333,561.4333,0,0.008593,98
981,abc371_c,3,0.0000,561.4333,0,0.008593,98
982,3327,3,0.0000,561.4333,0,0.008593,98
983,abc321_a,3,1.0000,561.4333,1,0.008593,98
984,abc341_f,3,0.3333,561.4333,0,0.008593,98
985,3080,3,0.5000,561.4333,1,0.008593,98
986,abc388_c,3,1.0000,561.4333,1,0.008593,98
987,abc310_a,3,1.0000,561.4333,1,0.008593,98
988,3715,3,0.0000,561.4333,0,0.008593,98
989,2953,3,1.0000,561.4333,1,0.008593,98
990,abc323_c,3,0.0000,566.7667,0,0.010112,99
991,abc386_e,3,1.0000,566.7667,1,0.010112,99
992,abc309_a,3,0.6667,566.7667,1,0.010112,99
993,3026,3,1.0000,566.7667,1,0.010112,99
994,2849,3,0.0000,566.7667,0,0.010112,99
995,2892,3,0.0000,566.7667,0,0.010112,99
996,abc375_b,3,0.0000,566.7667,0,0.010112,99
997,abc302_a,3,1.0000,566.7667,1,0.010112,99
998,3479,3,0.0000,566.7667,0,0.010112,99
999,abc338_b,3,1.0000,566.7667,1,0.010112,99
1000,abc387_a,3,1.0000,570.7667,1,0.012660,100
1001,abc391_a,3,1.0000,570.7667,1,0.012660,100
1002,abc369_d,3,0.0000,570.7667,0,0.012660,100
1003,abc370_e,3,0.3333,570.7667,0,0.012660,100
1004,3648,3,0.5000,570.7667,1,0.012660,100
1005,abc324_b,3,1.0000,570.7667,1,0.012660,100
1006,3430,3,1.0000,570.7667,1,0.012660,100
1007,2952,3,0.0000,570.7667,0,0.012660,100
1008,abc341_d,3,0.6667,570.7667,1,0.012660,100
1009,abc397_e,3,0.5000,570.7667,1,0.012660,100
1010,3731,3,1.0000,573.5167,1,0.012223,101
1011,3192,3,1.0000,573.5167,1,0.012223,101
1012,abc363_b,3,0.3333,573.5167,0,0.012223,101
1013,3374,3,1.0000,573.5167,1,0.012223,101
1014,abc378_c,3,1.0000,573.5167,1,0.012223,101
1015,2847,3,1.0000,573.5167,1,0.012223,101
1016,3608,3,0.0000,573.5167,0,0.012223,101
1017,abc318_a,3,0.6667,573.5167,1,0.012223,101
1018,abc366_g,3,0.2500,573.5167,0,0.012223,101
1019,abc334_b,3,1.0000,573.5167,1,0.012223,101
1020,3699,3,0.0000,578.3500,0,0.007506,102
1021,abc337_d,3,0.5000,578.3500,1,0.007506,102
1022,3045,3,1.0000,578.3500,1,0.007506,102
1023,abc384_b,3,1.0000,578.3500,1,0.007506,102
1024,3347,3,1.0000,578.3500,1,0.007506,102
1025,3776,3,0.0000,578.3500,0,0.007506,102
1026,3528,3,0.0000,578.3500,0,0.007506,102
1027,abc352_b,3,0.3333,578.3500,0,0.007506,102
1028,abc327_c,3,1.0000,578.3500,1,0.007506,102
1029,3736,3,0.3333,578.3500,0,0.007506,102
1030,3540,3,1.0000,583.1833,1,0.008749,103
1031,3690,3,0.3333,583.1833,0,0.008749,103
1032,abc329_a,3,1.0000,583.1833,1,0.008749,103
1033,2755,3,1.0000,583.1833,1,0.008749,103
1034,3442,3,0.0000,583.1833,0,0.008749,103
1035,abc393_d,3,0.3333,583.1833,0,0.008749,103
1036,abc354_d,3,0.0000,583.1833,0,0.008749,103
1037,3632,3,0.5000,583.1833,1,0.008749,103
1038,abc346_d,3,0.0000,583.1833,0,0.008749,103
1039,2868,3,1.0000,583.1833,1,0.008749,103
1040,3717,3,0.0000,589.6833,0,0.008625,104
1041,3373,3,0.5000,589.6833,1,0.008625,104
1042,abc354_b,3,1.0000,589.6833,1,0.008625,104
1043,abc301_b,3,0.5000,589.6833,1,0.008625,104
1044,2878,3,0.5000,589.6833,1,0.008625,104
1045,2883,3,0.0000,589.6833,0,0.008625,104
1046,3620,3,0.0000,589.6833,0,0.008625,104
1047,3298,3,0.0000,589.6833,0,0.008625,104
1048,abc304_c,3,1.0000,589.6833,1,0.008625,104
1049,abc321_b,3,0.0000,589.6833,0,0.008625,104
1050,3334,3,1.0000,591.1833,1,0.008087,105
1051,3429,3,1.0000,591.1833,1,0.008087,105
1052,abc365_c,3,1.0000,591.1833,1,0.008087,105
1053,2857,3,0.0000,591.1833,0,0.008087,105
1054,abc308_b,3,0.5000,591.1833,1,0.008087,105
